\,Sensor id,Value 0,Value 1,Value 2  
1.59983E+15,1,-0.47462,-0.25196,-0.88333
1.59983E+15,2,-22.52266,-94.42427,32.65481
1.59983E+15,1,-0.51222,-0.22217,-0.89261
1.59983E+15,2,-22.88888,-94.05805,32.53273
1.59983E+15,1,-0.5049,-0.19825,-0.87405
1.59983E+15,2,-21.72918,-93.93597,32.95999
1.59983E+15,1,-0.51418,-0.15967,-0.82473
1.59983E+15,2,-21.17985,-91.37242,32.59377
1.59983E+15,1,-0.53127,-0.16211,-0.82815
1.59983E+15,2,-19.34874,-89.66338,32.34962
1.59983E+15,1,-0.55031,-0.17676,-0.81155
1.59983E+15,2,-18.55525,-88.68679,32.22755
1.59983E+15,3,-37.72,-12.77,41.63
1.59983E+15,1,-0.58693,-0.19532,-0.8345
1.59983E+15,2,-19.16562,-89.78545,32.34962
1.59983E+15,1,-0.57424,-0.19971,-0.83401
1.59983E+15,2,-21.36296,-94.05805,32.53273
1.59983E+15,1,-0.58351,-0.18799,-0.80862
1.59983E+15,2,-22.52266,-96.98782,33.32621
1.59983E+15,1,-0.55324,-0.17042,-0.772
1.59983E+15,2,-23.13303,-97.84234,33.6314
1.59983E+15,1,-0.54933,-0.16504,-0.74563
1.59983E+15,2,-21.97333,-99.18516,33.93658
1.59983E+15,1,-0.55861,-0.15967,-0.74709
1.59983E+15,2,-22.82785,-97.35405,32.77688
1.59983E+15,1,-0.5591,-0.1626,-0.74612
1.59983E+15,2,-22.0954,-95.21775,31.9834
1.59983E+15,1,-0.58937,-0.14698,-0.7427
1.59983E+15,2,-21.11881,-93.50871,32.16651
1.59983E+15,1,-0.61232,-0.12842,-0.69875
1.59983E+15,2,-19.2877,-91.43345,32.10547
1.59983E+15,1,-0.65188,-0.11475,-0.7007
1.59983E+15,2,-19.77599,-90.76205,31.80029
1.59983E+15,3,-44.42,-10.64,44.01
1.59983E+15,1,-0.69631,-0.10694,-0.71633
1.59983E+15,2,-19.2877,-93.93597,31.80029
1.59983E+15,1,-0.70412,-0.11768,-0.69436
1.59983E+15,2,-18.92148,-97.47612,32.59377
1.59983E+15,1,-0.73586,-0.13282,-0.66213
1.59983E+15,2,-20.32533,-98.57479,33.32621
1.59983E+15,1,-0.74172,-0.1167,-0.60988
1.59983E+15,2,-20.9357,-98.14753,32.89895
1.59983E+15,1,-0.74123,-0.09815,-0.5757
1.59983E+15,2,-19.83703,-93.87494,31.86132
1.59983E+15,1,-0.70559,-0.08057,-0.64162
1.59983E+15,2,-19.59288,-93.69182,31.00681
1.59983E+15,1,-0.73537,-0.08643,-0.66311
1.59983E+15,2,-20.75259,-92.10486,29.48088
1.59983E+15,1,-0.73196,-0.09766,-0.70852
1.59983E+15,2,-20.38636,-93.38664,30.15229
1.59983E+15,1,-0.73586,-0.10157,-0.65969
1.59983E+15,2,-20.50844,-94.91256,32.34962
1.59983E+15,1,-0.75442,-0.06934,-0.65041
1.59983E+15,2,-20.75259,-96.31642,34.42488
1.59983E+15,3,-50.01,-8.22,47.5
1.59983E+15,1,-0.76174,-0.05078,-0.62795
1.59983E+15,2,-21.36296,-97.96442,34.3028
1.59983E+15,1,-0.79397,-0.0459,-0.56496
1.59983E+15,2,-21.91229,-99.00204,34.66903
1.59983E+15,1,-0.81643,-0.02539,-0.51857
1.59983E+15,2,-21.54607,-95.64501,33.69243
1.59983E+15,1,-0.80471,-0.02881,-0.49855
1.59983E+15,2,-20.81362,-96.49953,33.75347
1.59983E+15,1,-0.85598,-0.02051,-0.46583
1.59983E+15,2,-21.05777,-92.59316,32.41066
1.59983E+15,1,-0.85891,-0.02393,-0.53127
1.59983E+15,2,-20.26429,-92.59316,32.53273
1.59983E+15,1,-0.87503,-0.03906,-0.53224
1.59983E+15,2,-21.91229,-95.4619,32.89895
1.59983E+15,1,-0.9136,-0.0332,-0.54006
1.59983E+15,2,-22.94992,-97.84234,33.81451
1.59983E+15,1,-0.89407,-0.01465,-0.5005
1.59983E+15,2,-22.46162,-101.13834,34.66903
1.59983E+15,1,-0.8804,0.00488,-0.43849
1.59983E+15,2,-21.42399,-100.83316,34.85214
1.59983E+15,3,-55.67,-6.08,52.35
1.59983E+15,1,-0.87112,0.00879,-0.43849
1.59983E+15,2,-20.99673,-98.51375,34.3028
1.59983E+15,1,-0.86087,0.00049,-0.47511
1.59983E+15,2,-20.87466,-97.90338,33.75347
1.59983E+15,1,-0.86721,0.00342,-0.45167
1.59983E+15,2,-21.54607,-96.31642,33.26518
1.59983E+15,1,-0.84085,0.00244,-0.4673
1.59983E+15,2,-21.48503,-95.76708,33.02103
1.59983E+15,1,-0.81887,0.01514,-0.43068
1.59983E+15,2,-22.27851,-97.84234,33.26518
1.59983E+15,1,-0.85549,0.03027,-0.39015
1.59983E+15,2,-21.85125,-99.4293,34.60799
1.59983E+15,1,-0.88577,0.05469,-0.37257
1.59983E+15,2,-22.40059,-101.01627,35.15732
1.59983E+15,1,-0.8804,0.06641,-0.29688
1.59983E+15,2,-22.70577,-104.31227,36.56117
1.59983E+15,1,-0.8804,0.08155,-0.27979
1.59983E+15,2,-22.46162,-102.66427,36.13392
1.59983E+15,1,-0.89212,0.08301,-0.271
1.59983E+15,2,-21.72918,-101.50456,36.31703
1.59983E+15,3,-60.37,-3.53,58.01
1.59983E+15,1,-0.88919,0.09864,-0.25343
1.59983E+15,2,-20.4474,-96.07227,33.44829
1.59983E+15,1,-0.88626,0.07031,-0.3086
1.59983E+15,2,-20.14222,-96.49953,33.02103
1.59983E+15,1,-0.90823,0.0791,-0.32911
1.59983E+15,2,-20.81362,-99.12412,34.73006
1.59983E+15,1,-0.92386,0.09131,-0.30665
1.59983E+15,2,-22.64473,-105.83819,37.11051
1.59983E+15,1,-0.92288,0.11768,-0.19922
1.59983E+15,2,-23.2551,-105.77715,37.78191
1.59983E+15,1,-0.90286,0.14991,-0.13965
1.59983E+15,2,-21.6071,-103.57982,36.62221
1.59983E+15,1,-0.88821,0.14112,-0.1128
1.59983E+15,2,-21.91229,-99.36827,34.91317
1.59983E+15,1,-0.96438,0.15772,-0.10547
1.59983E+15,2,-19.71496,-95.40086,33.69243
1.59983E+15,1,-0.99173,0.15821,-0.12354
1.59983E+15,2,-18.73836,-94.05805,32.65481
1.59983E+15,1,-0.98636,0.13477,-0.15674
1.59983E+15,2,-20.14222,-97.96442,33.99762
1.59983E+15,3,-65.24,-1.05,63.83
1.59983E+15,1,-0.96341,0.13623,-0.15186
1.59983E+15,2,-21.24088,-101.32145,35.70666
1.59983E+15,1,-0.94388,0.12012,-0.19385
1.59983E+15,2,-22.5837,-103.03049,36.68325
1.59983E+15,1,-0.96683,0.15674,-0.08936
1.59983E+15,2,-22.52266,-105.47197,37.17154
1.59983E+15,1,-0.98831,0.2085,0.02686
1.59983E+15,2,-21.66814,-104.73952,37.11051
1.59983E+15,1,-0.97073,0.25977,0.20215
1.59983E+15,2,-19.71496,-87.2219,30.76266
1.59983E+15,1,-0.89505,0.25245,0.23487
1.59983E+15,2,-13.42814,-65.00443,22.40059
1.59983E+15,1,-0.95169,0.33009,0.46046
1.59983E+15,2,-5.92059,-31.12888,10.31526
1.59983E+15,1,-0.91897,0.32374,0.40626
1.59983E+15,2,1.34281,1.09867,-0.85452
1.59983E+15,1,-0.91604,0.2505,0.22169
1.59983E+15,2,5.73748,27.22251,-10.13215
1.59983E+15,1,-0.9512,0.25782,0.24659
1.59983E+15,2,11.41392,50.2945,-17.51762
1.59983E+15,1,-0.93411,0.24952,0.18995
1.59983E+15,2,16.78518,75.50279,-26.36799
1.59983E+15,3,-66.24,0.67,70.97
1.59983E+15,1,-0.88577,0.26466,0.24561
1.59983E+15,2,20.75259,99.06308,-34.97421
1.59983E+15,1,-0.87112,0.23682,0.11768
1.59983E+15,2,26.06281,119.69359,-42.11554
1.59983E+15,1,-0.92386,0.13916,-0.03223
1.59983E+15,2,26.79525,131.4127,-45.28947
1.59983E+15,1,-0.98245,0.12696,-0.10401
1.59983E+15,2,26.42903,133.18278,-42.66488
1.59983E+15,1,-0.9556,0.15967,-0.11866
1.59983E+15,2,29.05362,133.42692,-45.59465
1.59983E+15,1,-0.87844,0.07276,-0.29835
1.59983E+15,2,28.93155,119.57152,-41.81036
1.59983E+15,1,-0.97903,0.12256,-0.27198
1.59983E+15,2,24.59792,111.39256,-36.80532
1.59983E+15,1,-0.99417,0.12403,-0.2837
1.59983E+15,2,23.07199,104.73952,-36.98843
1.59983E+15,1,-0.92337,0.06738,-0.29737
1.59983E+15,2,21.17985,97.7813,-33.99762
1.59983E+15,1,-0.95218,0.13526,-0.17481
1.59983E+15,2,22.5837,96.56056,-32.34962
1.59983E+15,3,-69.65,0.36,71.87
1.59983E+15,1,-0.91409,0.1294,-0.24561
1.59983E+15,2,22.46162,96.6216,-33.69243
1.59983E+15,1,-0.93509,0.06104,-0.30958
1.59983E+15,2,20.69155,91.31138,-32.95999
1.59983E+15,1,-0.92679,0.02832,-0.37696
1.59983E+15,2,18.12799,87.95434,-30.45747
1.59983E+15,1,-0.95364,0.05322,-0.38185
1.59983E+15,2,18.43318,87.34397,-31.37303
1.59983E+15,1,-0.9053,0.05322,-0.33546
1.59983E+15,2,19.89807,89.48027,-31.86132
1.59983E+15,1,-0.89212,0.09766,-0.31446
1.59983E+15,2,20.38636,95.03464,-34.7911
1.59983E+15,1,-0.91067,0.05274,-0.38038
1.59983E+15,2,21.42399,99.36827,-37.35466
1.59983E+15,1,-0.93558,0.03272,-0.47169
1.59983E+15,2,22.03436,98.14753,-36.86636
1.59983E+15,1,-0.94192,0.02344,-0.48976
1.59983E+15,2,23.19407,95.21775,-36.25599
1.59983E+15,1,-0.91263,0.02197,-0.47414
1.59983E+15,2,21.91229,92.95938,-34.91317
1.59983E+15,3,-64.63,-0.58,64.62
1.59983E+15,1,-0.91556,0.04541,-0.4297
1.59983E+15,2,21.66814,91.73864,-33.99762
1.59983E+15,1,-0.86331,0.06348,-0.3921
1.59983E+15,2,23.68236,96.31642,-34.91317
1.59983E+15,1,-0.86282,0.04053,-0.36769
1.59983E+15,2,22.15644,99.97864,-36.50014
1.59983E+15,1,-0.8804,0.02002,-0.38966
1.59983E+15,2,23.07199,101.0773,-36.80532
1.59983E+15,1,-0.87405,-0.00488,-0.42482
1.59983E+15,2,24.53688,101.44353,-37.17154
1.59983E+15,1,-0.88723,-0.01953,-0.44435
1.59983E+15,2,25.3914,102.17597,-35.40147
1.59983E+15,1,-0.88528,0.01758,-0.48
1.59983E+15,2,25.20829,100.89419,-34.05866
1.59983E+15,1,-0.87405,0.02002,-0.51027
1.59983E+15,2,25.08621,98.51375,-33.02103
1.59983E+15,1,-0.83108,0.0083,-0.55959
1.59983E+15,2,23.43822,94.60738,-32.10547
1.59983E+15,1,-0.80422,0.00049,-0.51515
1.59983E+15,2,21.54607,95.58397,-32.77688
1.59983E+15,3,-61.66,-3.21,58.29
1.59983E+15,1,-0.78567,-0.01514,-0.48146
1.59983E+15,2,21.30192,97.90338,-33.6314
1.59983E+15,1,-0.7637,-0.02686,-0.46828
1.59983E+15,2,21.79022,99.67345,-34.05866
1.59983E+15,1,-0.772,-0.04688,-0.52834
1.59983E+15,2,21.79022,102.17597,-35.40147
1.59983E+15,1,-0.73879,-0.09766,-0.61037
1.59983E+15,2,20.75259,99.9176,-35.21836
1.59983E+15,1,-0.75149,-0.12403,-0.66555
1.59983E+15,2,19.65392,96.68264,-34.18073
1.59983E+15,1,-0.74856,-0.13282,-0.69973
1.59983E+15,2,18.61629,94.36323,-33.08206
1.59983E+15,1,-0.72121,-0.12696,-0.70119
1.59983E+15,2,17.6397,91.31138,-32.22755
1.59983E+15,1,-0.71242,-0.1001,-0.68215
1.59983E+15,2,18.12799,92.83731,-32.53273
1.59983E+15,1,-0.70461,-0.09717,-0.7427
1.59983E+15,2,18.67733,94.9736,-33.75347
1.59983E+15,1,-0.68752,-0.09668,-0.76077
1.59983E+15,2,19.53185,96.37745,-34.48592
1.59983E+15,3,-56.73,-5.52,53.03
1.59983E+15,1,-0.69729,-0.08838,-0.78225
1.59983E+15,2,21.91229,99.24619,-35.09629
1.59983E+15,1,-0.66994,-0.08545,-0.81594
1.59983E+15,2,22.03436,96.6216,-34.85214
1.59983E+15,1,-0.6675,-0.0835,-0.78909
1.59983E+15,2,22.52266,94.42427,-34.3028
1.59983E+15,1,-0.66262,-0.10303,-0.82424
1.59983E+15,2,21.85125,90.63997,-33.99762
1.59983E+15,1,-0.66506,-0.12012,-0.77981
1.59983E+15,2,20.50844,86.7336,-32.65481
1.59983E+15,1,-0.62746,-0.11182,-0.67531
1.59983E+15,2,21.91229,86.91671,-31.92236
1.59983E+15,1,-0.60598,-0.11084,-0.61037
1.59983E+15,2,22.33955,88.13746,-32.04443
1.59983E+15,1,-0.61135,-0.11914,-0.56838
1.59983E+15,2,22.46162,91.06723,-32.71584
1.59983E+15,1,-0.57033,-0.16407,-0.62551
1.59983E+15,2,22.70577,94.24116,-34.24177
1.59983E+15,1,-0.58156,-0.21436,-0.71584
1.59983E+15,2,21.48503,94.42427,-33.93658
1.59983E+15,3,-50.75,-8,48.26
1.59983E+15,1,-0.58742,-0.22803,-0.77346
1.59983E+15,2,20.50844,95.70605,-34.18073
1.59983E+15,1,-0.55275,-0.2251,-0.81497
1.59983E+15,2,19.65392,93.08145,-33.6314
1.59983E+15,1,-0.56008,-0.21485,-0.79495
1.59983E+15,2,18.18903,95.03464,-34.3028
1.59983E+15,1,-0.51662,-0.19776,-0.85061
1.59983E+15,2,19.22666,95.88916,-34.66903
1.59983E+15,1,-0.51076,-0.19483,-0.85012
1.59983E+15,2,19.2877,98.14753,-35.09629
1.59983E+15,1,-0.46388,-0.17042,-0.87503
1.59983E+15,2,20.9357,99.55138,-35.40147
1.59983E+15,1,-0.45753,-0.18116,-0.87649
1.59983E+15,2,21.79022,99.79553,-35.64562
1.59983E+15,1,-0.45607,-0.18213,-0.86868
1.59983E+15,2,23.7434,102.60323,-35.76769
1.59983E+15,1,-0.4341,-0.19581,-0.88919
1.59983E+15,2,24.65896,100.83316,-35.03525
1.59983E+15,1,-0.45119,-0.22608,-0.92239
1.59983E+15,2,23.56029,95.03464,-32.89895
1.59983E+15,3,-45.12,-10.72,44.72
1.59983E+15,1,-0.39503,-0.23829,-0.91702
1.59983E+15,2,21.79022,88.80886,-31.31199
1.59983E+15,1,-0.41749,-0.2461,-0.88333
1.59983E+15,2,20.50844,85.39079,-30.94577
1.59983E+15,1,-0.36671,-0.24219,-0.79006
1.59983E+15,2,19.71496,84.96353,-31.4951
1.59983E+15,1,-0.36036,-0.24708,-0.77639
1.59983E+15,2,20.63051,87.09983,-31.67821
1.59983E+15,1,-0.3545,-0.27833,-0.83889
1.59983E+15,2,19.40977,89.66338,-33.81451
1.59983E+15,1,-0.33399,-0.30714,-0.9097
1.59983E+15,2,19.10459,90.82308,-34.24177
1.59983E+15,1,-0.30372,-0.292,-0.9556
1.59983E+15,2,19.47081,91.18931,-33.87555
1.59983E+15,1,-0.30177,-0.2754,-0.94974
1.59983E+15,2,19.71496,91.43345,-34.48592
1.59983E+15,1,-0.28077,-0.26954,-0.93997
1.59983E+15,2,20.20325,88.62575,-32.89895
1.59983E+15,1,-0.25343,-0.26417,-0.89944
1.59983E+15,2,21.11881,88.99197,-32.89895
1.59983E+15,1,-0.24854,-0.25391,-0.89554
1.59983E+15,2,22.15644,88.13746,-32.65481
1.59983E+15,3,-37.58,-12.2,42.04
1.59983E+15,1,-0.22999,-0.25147,-0.81252
1.59983E+15,2,22.76681,90.70101,-33.6314
1.59983E+15,1,-0.18262,-0.25294,-0.76858
1.59983E+15,2,23.56029,91.61657,-33.20414
1.59983E+15,1,-0.20948,-0.26612,-0.79446
1.59983E+15,2,22.64473,95.82812,-35.15732
1.59983E+15,1,-0.1963,-0.3047,-0.87161
1.59983E+15,2,22.5837,96.86575,-34.60799
1.59983E+15,1,-0.16895,-0.31446,-0.92923
1.59983E+15,2,19.83703,96.56056,-34.91317
1.59983E+15,1,-0.17188,-0.33058,-0.99857
1.59983E+15,2,19.34874,93.99701,-34.73006
1.59983E+15,1,-0.14649,-0.32618,-0.99905
1.59983E+15,2,18.86044,92.41005,-35.15732
1.59983E+15,1,-0.14405,-0.32081,-1.01419
1.59983E+15,2,20.69155,93.44768,-35.64562
1.59983E+15,1,-0.09131,-0.31983,-0.99515
1.59983E+15,2,21.72918,95.03464,-35.88977
1.59983E+15,1,-0.10303,-0.34913,-0.99954
1.59983E+15,2,21.66814,95.95019,-34.66903
1.59983E+15,3,-30.81,-14.31,40.36
1.59983E+15,1,-0.0625,-0.34034,-0.98782
1.59983E+15,2,22.40059,96.68264,-35.21836
1.59983E+15,1,-0.06153,-0.35304,-0.95218
1.59983E+15,2,23.13303,99.12412,-35.52355
1.59983E+15,1,-0.00781,-0.33155,-0.90335
1.59983E+15,2,23.80444,99.30723,-35.70666
1.59983E+15,1,-0.00098,-0.36866,-0.89065
1.59983E+15,2,22.21747,96.43849,-34.97421
1.59983E+15,1,-0.01025,-0.37794,-0.95511
1.59983E+15,2,22.5837,93.8139,-33.57036
1.59983E+15,1,0.06055,-0.3672,-0.90823
1.59983E+15,2,21.85125,91.6776,-34.05866
1.59983E+15,1,0.12452,-0.34132,-0.80374
1.59983E+15,2,21.48503,90.0296,-34.66903
1.59983E+15,1,0.0835,-0.33741,-0.76711
1.59983E+15,2,23.37718,93.75286,-36.25599
1.59983E+15,1,0.05127,-0.35694,-0.80569
1.59983E+15,2,23.13303,98.33064,-37.47673
1.59983E+15,1,0.06494,-0.36378,-0.89114
1.59983E+15,2,21.36296,101.74871,-37.53777
1.59983E+15,3,-21.71,-16.07,40.15
1.59983E+15,1,0.08643,-0.37696,-0.95413
1.59983E+15,2,23.49925,100.03967,-35.40147
1.59983E+15,1,-0.00195,-0.40724,-1.02689
1.59983E+15,2,19.65392,96.86575,-34.91317
1.59983E+15,1,0.03272,-0.38087,-0.98978
1.59983E+15,2,19.65392,94.36323,-33.87555
1.59983E+15,1,0.04981,-0.37257,-0.96829
1.59983E+15,2,20.20325,94.05805,-33.87555
1.59983E+15,1,-0.00586,-0.4424,-1.15629
1.59983E+15,2,16.66311,83.80383,-29.78607
1.59983E+15,1,0.03662,-0.47853,-1.33012
1.59983E+15,2,12.51259,63.60057,-21.85125
1.59983E+15,1,0.08203,-0.50295,-1.38578
1.59983E+15,2,5.24918,39.06369,-13.91644
1.59983E+15,1,0.14893,-0.47755,-1.27885
1.59983E+15,2,0.97659,6.34785,-2.1363
1.59983E+15,1,0.09961,-0.46388,-1.14896
1.59983E+15,2,-5.49333,-21.24088,6.89718
1.59983E+15,1,0.10743,-0.45363,-1.09818
1.59983E+15,2,-11.84118,-44.1908,14.832
1.59983E+15,3,-14.72,-17.6,42.89
1.59983E+15,1,-0.00391,-0.48244,-1.23685
1.59983E+15,2,-18.43318,-64.82131,22.64473
1.59983E+15,1,0.12696,-0.4673,-1.25346
1.59983E+15,2,-21.11881,-84.04798,30.39644
1.59983E+15,1,0.19776,-0.46583,-1.16654
1.59983E+15,2,-23.98755,-106.14338,37.96503
1.59983E+15,1,0.11328,-0.44728,-1.0762
1.59983E+15,2,-29.05362,-121.95196,43.58043
1.59983E+15,1,0.1211,-0.37599,-0.95657
1.59983E+15,2,-31.73925,-133.48796,48.09717
1.59983E+15,1,0.0835,-0.37501,-0.9302
1.59983E+15,2,-31.67821,-132.69448,48.95169
1.59983E+15,1,0.12159,-0.33692,-0.84085
1.59983E+15,2,-30.76266,-121.64678,46.57125
1.59983E+15,1,0.14698,-0.30567,-0.72805
1.59983E+15,2,-24.71999,-110.84323,42.5428
1.59983E+15,1,0.04541,-0.30177,-0.80227
1.59983E+15,2,-21.24088,-97.90338,36.9274
1.59983E+15,1,-0.01025,-0.31153,-0.918
1.59983E+15,2,-20.50844,-89.72442,32.77688
1.59983E+15,3,-6.98,-16.07,43.01
1.59983E+15,1,-0.08692,-0.37208,-1.01761
1.59983E+15,2,-20.87466,-88.3816,31.18992
1.59983E+15,1,-0.12012,-0.40431,-1.06204
1.59983E+15,2,-21.05777,-91.86071,31.86132
1.59983E+15,1,-0.12745,-0.38136,-0.97171
1.59983E+15,2,-22.21747,-93.87494,32.65481
1.59983E+15,1,-0.14698,-0.33937,-0.86477
1.59983E+15,2,-22.5837,-95.21775,33.08206
1.59983E+15,1,-0.21143,-0.31788,-0.83792
1.59983E+15,2,-21.6071,-90.5179,32.04443
1.59983E+15,1,-0.24317,-0.3296,-0.90677
1.59983E+15,2,-20.4474,-86.7336,30.64058
1.59983E+15,1,-0.20655,-0.35255,-0.96878
1.59983E+15,2,-21.11881,-87.46605,31.12888
1.59983E+15,1,-0.25684,-0.35987,-1.03421
1.59983E+15,2,-21.24088,-90.15168,32.47169
1.59983E+15,1,-0.24805,-0.33595,-0.99319
1.59983E+15,2,-21.91229,-94.24116,34.05866
1.59983E+15,1,-0.25831,-0.31251,-0.93948
1.59983E+15,2,-21.24088,-94.79049,34.11969
1.59983E+15,3,-21.29,-16.23,40.94
1.59983E+15,1,-0.2085,-0.29102,-0.95218
1.59983E+15,2,-20.99673,-96.68264,34.48592
1.59983E+15,1,-0.19385,-0.30665,-0.93606
1.59983E+15,2,-20.63051,-97.84234,34.48592
1.59983E+15,1,-0.13819,-0.30372,-0.91018
1.59983E+15,2,-20.26429,-97.84234,35.21836
1.59983E+15,1,-0.17872,-0.30177,-0.86673
1.59983E+15,2,-20.32533,-95.88916,34.05866
1.59983E+15,1,-0.15332,-0.28516,-0.81985
1.59983E+15,2,-21.42399,-94.54634,33.20414
1.59983E+15,1,-0.23194,-0.28516,-0.86819
1.59983E+15,2,-20.87466,-90.33479,31.92236
1.59983E+15,1,-0.27882,-0.29933,-0.93606
1.59983E+15,2,-21.30192,-90.57894,31.73925
1.59983E+15,1,-0.33155,-0.30958,-0.97855
1.59983E+15,2,-21.54607,-92.95938,32.16651
1.59983E+15,1,-0.34181,-0.29151,-0.99515
1.59983E+15,2,-23.56029,-97.35405,33.57036
1.59983E+15,1,-0.37111,-0.27052,-0.9346
1.59983E+15,2,-23.2551,-99.4293,34.66903
1.59983E+15,3,-28.26,-15.32,40.52
1.59983E+15,1,-0.3628,-0.2251,-0.90384
1.59983E+15,2,-21.72918,-97.59819,34.48592
1.59983E+15,1,-0.3965,-0.21339,-0.89944
1.59983E+15,2,-20.87466,-94.54634,33.02103
